year,surveyID,beachID,beach_name,beach_county,beach_region,lat,lon,survey_window,wind_direction,wind_strength,sea_state,tot_survey_hours,number_volunteers,length_surveyed_metres,lighters_tobacco_pouches,cigarette_packets,cigarette_stubs
2011,33667,3881,Dunwich Village South,Suffolk,South East England,52.277256,1.632886,GBBC,Onshore,Light,Calm,1,8,100,0,0,7
2011,33784,2276,Fleetwood,Lancashire,North West England,53.92978332,-3.032711966,GBBC,Onshore,Strong,,3,6,100,32,0,8
2011,33815,3808,Hampton Bay,Kent,South East England,51.36817442,1.091940037,GBBC,Offshore,Strong,Calm,1.42,7,100,5,4,0
2011,33518,2832,Harwich,Essex,South East England,51.94382177,1.29116714,GBBC,Offshore,Strong,Moderate,2,26,100,0,9,47
2011,33533,3848,Battery Bay,Isle of Wight,South East England,50.59469358,-1.196447611,GBBC,Offshore,Light,Moderate,1.5,8,100,2,0,0
2011,33539,3847,Orchard Bay,Isle of Wight,South East England,50.58681977,-1.231498718,GBBC,Offshore,Strong,Moderate,1,8,100,0,0,0
2011,33665,3095,Seahouses St Aidans,Northumberland,North East England,55.59017611,-1.665185378,GBBC,Offshore,Strong,Rough,2,2,100,0,0,5
2011,33704,2903,Three Cliffs Bay,Swansea,Wales,51.57260205,-4.11375761,GBBC,Offshore,Light,Calm,2,10,100,4,1,0
2011,33792,3184,"The Mill, Climping",West Sussex,South East England,50.79994075,-0.55997014,GBBC,,Light,Moderate,1,2,100,2,1,0
2011,33855,3887,Worthing beach 1- Co-op,West Sussex,South East England,50.80899576,-0.366753385,GBBC,,Light,Moderate,2,6,100,1,0,1
2011,33856,3888,Worthing Beach 2- Co-op,West Sussex,South East England,50.8085382,-0.375595093,GBBC,,Light,Moderate,2,6,100,0,0,5
2011,33857,3890,Worthing Beach 4- Co-op,West Sussex,South East England,50.80935176,-0.367956161,GBBC,,Light,Moderate,2,6,100,1,1,0
2011,33858,3892,Worthing Beach 6- Co-op,West Sussex,South East England,50.81113476,-0.358428955,GBBC,,Light,Moderate,2,6,100,0,0,8
2011,33859,3893,Worthing Pier-Splash Point,West Sussex,South East England,50.8082428,-0.36620846,GBBC,,Light,Moderate,2,15,100,1,1,0
2011,46424,3889,Worthing Beach 3- Co-op,West Sussex,South East England,50.81000259,-0.366153717,GBBC,,Light,Moderate,2,6,100,1,2,35
2011,46425,3891,Worthing Beach 5- Co-op,West Sussex,South East England,50.80870092,-0.371990204,GBBC,,Light,Moderate,2,6,100,2,2,3
2011,33615,3634,Portslade Naturist Beach,East Sussex,South East England,50.82683653,-0.213682691,GBBC,Onshore,Light,Moderate,0.75,4,100,1,0,1
2011,33748,3868,Grenham Bay,Kent,South East England,51.38312476,1.294294596,GBBC,Onshore,Light,Calm,1.17,1,100,0,0,0
2011,33583,2243,Kinghorn Harbour,Fife,Scotland,56.06934064,-3.172103762,GBBC,,,,0.75,10,100,0,0,223
2011,33580,3133,Covesea East (Eastside),Moray,Scotland,57.72177556,-3.361001015,GBBC,Onshore,Strong,,1,1,100,0,0,0
2011,33727,3713,Bowleaze Cove,Dorset,South West England,50.63609116,-2.420634627,GBBC,Onshore,Light,Moderate,1.75,18,100,3,3,174
2011,33729,2267,Chesil Beach (Nr Fleet Nature Reserve Centre),Dorset,South West England,50.642993,-2.589234,GBBC,Onshore,Light,Moderate,2,14,100,2,0,0
2011,33605,2892,Broughton,Vale of Glamorgan,Wales,51.42502781,-3.582325406,GBBC,Onshore,Strong,Rough,0.58,2,100,0,0,0
2011,33714,3856,Berrow Beach,Somerset,South West England,51.28111537,-3.01667336,GBBC,,Strong,Moderate,1,10,100,3,0,20
2011,33576,2981,Arbroath West,Angus,Scotland,56.55644933,-2.579410672,GBBC,,Strong,,1.5,23,100,1,2,0
2011,33628,2775,Worbarrow,Dorset  ,South West England,50.62126138,-2.19155252,GBBC,Onshore,Strong,Rough,1.5,46,100,11,0,0
2011,62168,2970,Dunwich Village,Suffolk,South East England,52.27625254,1.63441143,GBBC,Onshore,Light,Calm,1,6,100,,,
2011,33558,2836,Holes Bay,Dorset,South West England,50.7340801,-1.99274409,GBBC,,Strong,Moderate,2,18,100,9,2,7
2011,33604,3442,Swanbridge Bay,Vale of Glamorgan,Wales,51.39968059,-3.196565509,GBBC,Onshore,Strong,Moderate,1,4,100,0,16,8
2011,33636,2977,Durdle Door,Dorset,South West England,50.621667,-2.278799,GBBC,Onshore,,Rough,2,3,100,0,3,0
2011,33744,2336,"Flamborough, South Landing",East Riding of Yorkshire,North East England,54.103925,-0.11683,GBBC,Onshore,Strong,Moderate,2,23,100,0,0,0
2011,33767,3592,Mundesley,Norfolk,South East England,52.87789779,1.439369917,GBBC,Onshore,Strong,Moderate,2,24,100,4,1,39
2011,33867,3530,Montrose,Angus,Scotland,56.710775,-2.448127,GBBC,,,,2,6,100,0,6,0
2011,33609,2525,Ynyslas beach 1,Ceredigion,Wales,52.52559935,-4.05798534,GBBC,,Strong,Rough,0.5,12,100,0,0,0
2011,33824,2943,Munlochy Bay (North Shore),Highland,Scotland,57.54816401,-4.199202962,GBBC,Onshore,Strong,Moderate,1.17,2,100,0,0,0
2011,46413,3687,"The Lees - East Cliff, Herne Bay",Kent,South East England,51.37263817,1.151240717,GBBC,Offshore,Strong,Calm,0.42,1,100,1,2,1
2011,33619,3870,Palm Bay,Kent,South East England,51.39210987,1.413588524,GBBC,Offshore,Light,Calm,0.5,1,100,0,0,0
2011,33750,2431,Aber Mawr,Pembrokeshire,Wales,51.96991151,-5.083370805,GBBC,Onshore,Strong,Rough,2,10,100,0,0,1
2011,33597,3863,Pembroke (L'Ancresse West) (West of end of Mirage c.park),Guernsey,Channel Islands,49.50435298,-2.533475161,GBBC,Onshore,Strong,Rough,0.5,10,100,0,0,11
2011,33711,3862,Horton's Nose,Denbighshire,Wales,53.31630055,-3.509305715,GBBC,,Light,Calm,1,8,100,3,2,0
2011,33743,3515,Flamborough North Landing,East Riding of Yorkshire,North East England,54.129084,-0.103181,GBBC,Onshore,Strong,Moderate,1,2,100,0,0,6
2011,33811,2102,Cuckmere Haven,East Sussex,South East England,50.7565958,0.155232641,GBBC,Onshore,Strong,Moderate,0.75,35,100,3,0,1
2011,33588,3021,Murlough NNR,Co. Down,Northern Ireland,54.24433915,-5.836755853,GBBC,Offshore,,Calm,1.5,20,100,1,1,5
2011,46396,3884,Larne Shorefront,Co. Antrim,Northern Ireland,54.86094342,-5.807261467,GBBC,Onshore,,Moderate,0.5,2,100,1,1,0
2011,33651,2076,Temple,Fife,Scotland,56.209018,-2.958633,Autumn 2011,Onshore,Strong,Moderate,1.5,11,100,0,0,0
2011,33645,2382,Silverburn,Fife,Scotland,56.20595412,-2.970520132,Autumn 2011,,Light,Moderate,0.75,8,100,0,1,0
2011,46420,3406,Bovisand,Devon,South West England,50.3344583,-4.120607524,Autumn 2011,Onshore,Light,Moderate,1,12,100,1,0,4
2011,33650,3513,Kilkeel South,Co. Down,Northern Ireland,54.05619506,-5.997403264,Autumn 2011,Onshore,Strong,,1,90,100,16,4,0
2011,33649,3462,Beach Walk,Kent,South East England,51.35894592,1.019668579,Autumn 2011,Offshore,Light,Calm,0.75,7,100,1,5,80
2011,33732,2129,Heacham,Norfolk,South East England,52.90840059,0.47144115,Autumn 2011,Onshore,Light,Calm,0.5,0,100,1,2,22
2011,33731,3620,Pettycur Bay,Fife,Scotland,56.0621139,-3.183744649,Autumn 2011,,Light,Calm,1.5,16,100,0,0,0
2011,46408,3506,Hayling Island Oyster beds,Hampshire,South East England,50.81897777,-0.984284878,Autumn 2011,Onshore,Strong,Moderate,1,43,100,4,1,6
2011,33822,3866,"Helensburgh Beach, West Bay",Argyll & Bute,Scotland,56.00722356,-4.759590626,Autumn 2011,Onshore,Strong,Moderate,3.5,3,100,4,0,0
2011,33869,2561,Watergate Bay,Cornwall,South West England,50.44445423,-5.042762339,Autumn 2011,Onshore,Light,Moderate,1.5,15,100,3,0,6
2011,34218,2409,Sker / Kenfig NNR,Bridgend,Wales,51.52108095,-3.756337166,Autumn 2011,Offshore,,Moderate,1,33,100,3,,
2011,33901,2249,South Milton Sands,Devon,South West England,50.25818098,-3.857713938,Autumn 2011,Onshore,Strong,Moderate,0.5,13,100,0,0,0
2011,33861,2526,Porthtowan,Cornwall,South West England,50.28825058,-5.241907558,Autumn 2011,Onshore,Light,Rough,1.5,3,100,2,0,2
2011,46430,3581,Meadowsfoot,Devon,South West England,50.30878657,-3.942478851,Autumn 2011,Onshore,Light,Calm,2.17,13,100,1,0,4
2011,33902,3406,Bovisand,Devon,South West England,50.3344583,-4.120607524,Autumn 2011,Offshore,Light,Calm,2,13,100,5,0,0
2011,33851,2846,Hunmanby Gap,North Yorkshire,North East England,54.17977142,-0.269927464,Autumn 2011,,Strong,,1,20,100,0,0,0
2011,33850,3875,Prestwick North,South Ayrshire,Scotland,55.503798,-4.621131,Autumn 2011,Onshore,Strong,Moderate,2,18,100,6,6,0
2011,33848,3694,Cocklawburn,Northumberland,North East England,55.73170975,-1.957001641,Autumn 2011,,Light,Moderate,0.75,2,100,1,0,0
2011,34998,2336,"Flamborough, South Landing",East Riding of Yorkshire,North East England,54.103925,-0.11683,Autumn 2011,,Light,Calm,2,11,100,,,
2011,33889,2382,Silverburn,Fife,Scotland,56.20595412,-2.970520132,Winter 2011,Offshore,Strong,Moderate,1.17,7,100,0,0,3
2011,34018,3688,Bishopstone Glenn - West,Kent,South East England,51.37396926,1.168580012,Winter 2011,Offshore,Light,Calm,0.67,18,100,0,0,0
2011,33885,2099,West Angle Bay,Pembrokeshire,Wales,51.68683831,-5.107904782,Winter 2011,Onshore,Strong,Moderate,1,6,100,0,0,1
2011,34048,3201,Aldeburgh (Fort Green - north),Suffolk,South East England,52.14721963,1.601396799,Winter 2011,Onshore,Strong,Moderate,0.58,16,100,0,0,2
2011,34193,3916,Jackson Bay+Barry Island Beach: Big beach Clean-up,Vale of Glamorgan,Wales,51.391896,-3.264663,Winter 2011,Onshore,Light,Moderate,1.5,5,100,1,,11
2011,33898,3620,Pettycur Bay,Fife,Scotland,56.0621139,-3.183744649,Winter 2011,Offshore,Light,Moderate,2,4,100,0,0,0
2011,34261,2613,Cayton Bay,North Yorkshire,North East England,54.243576,-0.357303,Winter 2011,Onshore,Light,,0.92,1,100,,,
2011,34250,2727,Poppit,Pembrokeshire,Wales,52.106482,-4.701649,Winter 2011,Onshore,Strong,Moderate,1.5,10,100,,1,8
2011,34254,2382,Silverburn,Fife,Scotland,56.20595412,-2.970520132,Winter 2011,Offshore,Strong,Moderate,1.33,7,100,,1,
2011,34194,2846,Hunmanby Gap,North Yorkshire,North East England,54.17977142,-0.269927464,Winter 2011,Onshore,Strong,Moderate,1,12,100,1,,
2011,46446,2611,Shoreham Beach ,West Sussex,South East England,50.82645586,-0.249576499,Winter 2011,,Light,Moderate,1.25,8,100,7,1,6
2011,34195,2068,Newcastle,Co. Down,Northern Ireland,54.21225487,-5.886740684,Winter 2011,,,,5,3,100,2,5,35
2011,34200,2846,Hunmanby Gap,North Yorkshire,North East England,54.17977142,-0.269927464,Winter 2011,Onshore,Strong,Rough,2,9,100,1,,
2012,34042,2582,Budds Farm,Hampshire,South East England,50.84144188,-0.995753064,Winter 2011,Onshore,,,2,9,100,2,0,0
2012,33903,3116,Langland Bay,Swansea,Wales,51.56783504,-4.013185666,Winter 2011,Onshore,Light,Moderate,1.25,8,100,2,0,8
2012,34020,2076,Temple,Fife,Scotland,56.209018,-2.958633,Winter 2011,Onshore,Light,Calm,0,12,100,0,0,0
2012,33910,2198,Tan-y-Bwlch,Ceredigion,Wales,52.40365506,-4.089061404,Winter 2011,Onshore,Strong,,2,16,100,3,1,0
2012,34052,3839,"Broadway beach, Jaywick Beach",Essex,South East England,51.77481391,1.12191066,Winter 2011,,Light,Moderate,1,8,100,1,0,4
2012,33913,3442,Swanbridge Bay,Vale of Glamorgan,Wales,51.39968059,-3.196565509,Winter 2011,Onshore,Strong,Rough,1,10,100,0,7,11
2012,33953,2173,Sand Bay,Somerset,South West England,51.37673635,-2.961770296,Winter 2011,Onshore,Strong,Moderate,1.25,12,100,2,2,5
2012,27569,2109,Cramond,Edinburgh,Scotland,55.98064765,-3.299310207,Winter 2011,Onshore,Strong,Moderate,1.5,60,100,2,1,5
2012,34053,2356,Killiedraughts Bay,Scottish Borders,Scotland,55.8754914,-2.10393548,Winter 2011,Offshore,Strong,Moderate,1,11,100,0,0,0
2012,34031,2846,Hunmanby Gap,North Yorkshire,North East England,54.17977142,-0.269927464,Winter 2011,Offshore,Light,Moderate,1,7,100,0,0,0
2012,34003,2981,Arbroath West,Angus,Scotland,56.55644933,-2.579410672,Winter 2011,Onshore,,Moderate,0.75,7,100,0,0,0
2012,34002,3339,Troon South Beach,Ayrshire - South,Scotland,55.5375196,-4.656765461,Winter 2011,,Light,Calm,1,13,100,0,0,0
2012,34060,3651,Rye Harbour,East Sussex,South East England,50.92619926,0.770800123,Winter 2011,Offshore,Light,Moderate,2,8,100,2,0,0
2012,34065,3483,Whiting Bay Beach,Ayrshire - North,Scotland,55.489281,-5.094167,Winter 2011,,Light,Moderate,0.67,10,100,0,0,0
2012,46438,3204,Pett Level,East Sussex,South East England,50.88763647,0.688869566,Winter 2011,Offshore,Strong,Moderate,2.25,3,100,1,0,2
2012,33907,2431,Aber Mawr,Pembrokeshire,Wales,51.96991151,-5.083370805,Winter 2011,Onshore,Light,Moderate,2,13,100,0,1,0
2012,33908,2107,Aber Bach,Pembrokeshire,Wales,51.97383093,-5.082013607,Winter 2011,Onshore,Light,Moderate,2,13,100,1,0,0
2012,33916,2892,Broughton,Vale of Glamorgan,Wales,51.42502781,-3.582325406,Winter 2011,Onshore,Light,Calm,0.92,2,100,0,0,1
2012,34057,3431,Seatown East,Dorset,South West England,50.72041065,-2.818148732,Winter 2011,,Light,Calm,1.25,2,100,0,0,0
2012,34068,3694,Cocklawburn,Northumberland,North East England,55.73170975,-1.957001641,Winter 2011,Offshore,Light,Calm,0.67,3,100,0,0,0
2012,27592,2382,Silverburn,Fife,Scotland,56.20595412,-2.970520132,Spring 2012,Offshore,Light,Calm,1.25,8,100,,,3
2012,27599,2570,Instow,Devon,South West England,51.05472566,-4.181893094,Spring 2012,,Strong,Moderate,1.5,20,100,7,2,6
2012,33915,2284,Jackson's Bay,Vale of Glamorgan,Wales,51.39223037,-3.264666796,Spring 2012,,Light,Calm,1.5,5,100,3,0,31
2012,27572,3201,Aldeburgh (Fort Green - north),Suffolk,South East England,52.14721963,1.601396799,Spring 2012,Onshore,Light,Calm,0.52,22,100,,1,6
2012,34242,3620,Pettycur Bay,Fife,Scotland,56.0621139,-3.183744649,Spring 2012,Offshore,,Moderate,2.5,10,100,3,,
2012,33917,2099,West Angle Bay,Pembrokeshire,Wales,51.68683831,-5.107904782,Spring 2012,,Light,Calm,1,17,100,1,0,11
2012,35005,3037,Spurn NNR,East Riding of Yorkshire,North East England,53.57721341,0.118605059,Spring 2012,Offshore,Light,Calm,2,30,100,,1,
2012,27591,3591,Esplanade,Argyll and Bute,Scotland,56.41927521,-5.479533076,Spring 2012,Offshore,Light,Calm,1,30,100,2,1,35
2012,33906,2128,Cold Knap Beach,Vale of Glamorgan,Wales,51.38971312,-3.296123743,Spring 2012,Onshore,Light,Calm,1,9,100,3,4,18
2012,33912,3534,Pwll Gwaelod Beach,Pembrokeshire,Wales,52.02122103,-4.909465813,Spring 2012,Onshore,Light,Calm,1.5,1,100,0,0,0
2012,27589,3099,Hurst Beach ,Hampshire,South East England,50.70734433,-1.563759128,Spring 2012,,Light,Calm,1,8,100,10,,
2012,27603,2206,Pinnacle Point,East Sussex,South East England,50.75059011,0.270629525,Spring 2012,Onshore,,Moderate,1.5,6,100,,1,
2012,34061,2613,Cayton Bay,North Yorkshire,North East England,54.243576,-0.357303,Spring 2012,Offshore,Strong,Moderate,1.17,1,100,0,0,0
2012,34025,2582,Budds Farm,Hampshire,South East England,50.84144188,-0.995753064,Spring 2012,,Light,Calm,2.5,5,100,13,1,0
2012,27580,2727,Poppit,Pembrokeshire,Wales,52.106482,-4.701649,Spring 2012,Onshore,Light,Moderate,1.5,8,100,1,1,8
2012,34024,3256,Rustington,West Sussex,South East England,50.80249032,-0.511658192,Spring 2012,Onshore,Light,Calm,1,6,100,0,0,0
2012,35134,2091,Staithes,North Yorkshire,North East England,54.558779,-0.788446,Spring 2012,,,,0,8,100,,,
2012,34244,3442,Swanbridge Bay,Vale of Glamorgan,Wales,51.39968059,-3.196565509,Spring 2012,Onshore,Strong,Moderate,1,9,100,1,16,45
2012,33919,3116,Langland Bay,Swansea,Wales,51.56783504,-4.013185666,Spring 2012,Offshore,Light,Calm,1.25,13,100,31,0,5
2012,34026,2130,Lunderston Bay,Inverclyde,Scotland,55.92119534,-4.874700308,Spring 2012,Onshore,Light,Calm,1.75,9,100,2,2,6
2012,34999,2336,"Flamborough, South Landing",East Riding of Yorkshire,North East England,54.103925,-0.11683,Spring 2012,Offshore,Strong,Moderate,2,7,100,,,
2012,27611,3035,Easington Beach,East Riding of Yorkshire,North East England,53.64649489,0.128939152,Spring 2012,Onshore,,Calm,1.75,10,100,1,,11
2012,27568,2109,Cramond,Edinburgh,Scotland,55.98064765,-3.299310207,Spring 2012,Offshore,Light,Calm,1.5,30,100,2,2,12
2012,46431,2173,Sand Bay,Somerset,South West England,51.37673635,-2.961770296,Spring 2012,Onshore,Strong,Moderate,1,14,100,4,0,4
2012,34192,2243,Kinghorn Harbour,Fife,Scotland,56.06934064,-3.172103762,Spring 2012,Onshore,Strong,Moderate,1,10,100,3,3,198
2012,46441,2846,Hunmanby Gap,North Yorkshire,North East England,54.17977142,-0.269927464,Spring 2012,Offshore,Strong,,1,13,100,0,0,0
2012,34201,3651,Rye Harbour,East Sussex,South East England,50.92619926,0.770800123,Spring 2012,Onshore,Strong,Rough,1.25,1,100,2,,1
2012,33954,2198,Tan-y-Bwlch,Ceredigion,Wales,52.40365506,-4.089061404,Spring 2012,Offshore,Strong,Moderate,1,2,100,1,0,0
2012,34415,2493,Thurstaston (Dee Estuary),Wirral,North West England,53.34791119,-3.156817062,Spring 2012,,Light,Calm,1.5,9,100,1,,
2012,34185,2981,Arbroath West,Angus,Scotland,56.55644933,-2.579410672,Spring 2012,,Strong,Rough,1,4,100,,,
2012,34241,2076,Temple,Fife,Scotland,56.209018,-2.958633,Spring 2012,Onshore,,Calm,1.5,7,100,,,
2012,34184,2367,Baleshare,Western Isles,Scotland,57.52696572,-7.384185791,Spring 2012,Offshore,Strong,Moderate,2.83,8,100,3,1,3
2012,34147,2367,Baleshare,Western Isles,Scotland,57.52696572,-7.384185791,Spring 2012,,Strong,Rough,2,7,100,3,1,3
2012,34234,2561,Watergate Bay,Cornwall,South West England,50.44445423,-5.042762339,Spring 2012,Offshore,Light,Calm,3,15,100,4,2,10
2012,33963,2142,Scarborough South Bay,North Yorkshire,North East England,54.27647629,-0.396655798,Spring 2012,Onshore,Light,Calm,2.5,32,100,7,2,177
2012,33961,3877,Southport,Merseyside,North West England,53.65296555,-3.0259366,Spring 2012,Onshore,,,1.08,22,100,12,3,0
2012,33985,3922,New Harbour,Fife,Scotland,56.028392,-3.351023197,Spring 2012,,Light,Moderate,2,23,100,3,4,4
2012,33978,3918,Powfoot,Dumfriesshire,Scotland,54.976271,-3.333262,Spring 2012,Offshore,Light,Calm,2.5,35,100,4,0,1
2012,33984,2545,Seaham Hall,County Durham,North East England,54.85065,-1.340441,Spring 2012,,Light,Moderate,1,20,100,2,9,5
2012,33965,2767,New Brighton,Wirral,North West England,53.44246602,-3.041936189,Spring 2012,,Strong,Moderate,1,4,100,0,0,0
2012,33982,3084,Hornsea,East Riding of Yorkshire,North East England,53.91223833,-0.159451962,Spring 2012,Onshore,Strong,,2,24,100,3,2,4
2012,33960,2128,Cold Knap Beach,Vale of Glamorgan,Wales,51.38971312,-3.296123743,Spring 2012,,Light,Moderate,5,7,100,14,16,11
2012,33973,3638,Thorney Bay,Essex,South East England,51.5127449,0.5874415,Spring 2012,Onshore,,,3,65,100,1,9,0
2012,33977,3917,Great Yarmouth (South),Norfolk,South East England,52.59126505,1.736590862,Spring 2012,,Strong,Moderate,3,27,100,8,13,73
2012,33992,2346,Snettisham,Norfolk,South East England,52.87379567,0.44572413,Spring 2012,Onshore,Light,Calm,2,32,100,1,0,0
2012,33932,2806,Pakefield: Big Beach Clean-up,Suffolk,South East England,52.45399405,1.732979265,Spring 2012,Onshore,Strong,Calm,1.25,30,100,0,3,2
2012,33940,2803,Southsea and Eastney,Hampshire,South East England,50.78525371,-1.052288872,Spring 2012,,Strong,Calm,1.5,55,100,4,3,1
2012,33927,2251,Marsden Bay,Tyne & Wear,North East England,54.97792486,-1.374970959,Spring 2012,Onshore,Light,Moderate,1,44,100,10,6,57
2012,46436,3190,Bridlington North Sands,East Riding of Yorkshire,North East England,54.08718095,-0.182240009,Spring 2012,Offshore,Strong,Moderate,0.75,10,100,0,0,3
2012,33921,3896,Aberdeen,Aberdeen,Scotland,57.15403566,-2.07769778,Spring 2012,,Strong,Rough,1,43,100,3,3,119
2012,33926,3490,Colwyn Bay,Conwy,Wales,53.29579845,-3.719000816,Spring 2012,Onshore,Strong,Moderate,0.5,10,100,0,0,0
2012,33930,2611,Shoreham Beach ,West Sussex,South East England,50.82645586,-0.249576499,Spring 2012,Offshore,Strong,Rough,1.5,30,100,5,1,1
2012,33934,3898,Clacton-on-Sea: Martello Tower,Essex,South East England,51.780141,1.140388,Spring 2012,Onshore,Strong,Moderate,1.25,50,100,4,1,38
2012,33947,3905,Deal: Big Beach Clean-up,Kent,South East England,51.22476,1.404787,Spring 2012,Offshore,Light,Calm,1,40,100,0,1,16
2012,33920,2123,Sandylands ,Lancashire,North West England,54.05960199,-2.892424464,Spring 2012,Offshore,Strong,,1.25,10,100,0,5,0
2012,33988,2130,Lunderston Bay,Inverclyde,Scotland,55.92119534,-4.874700308,Spring 2012,Onshore,Strong,Moderate,1,38,100,17,7,4
2012,33938,2109,Cramond,Edinburgh,Scotland,55.98064765,-3.299310207,Spring 2012,Onshore,Strong,Rough,1.25,60,100,1,7,2
2012,33939,3902,Gwithian (Strap Rocks),Cornwall,South West England,50.225739,-5.393357,Spring 2012,Offshore,Strong,Moderate,1,20,100,0,0,0
2012,33922,2333,Wembury,Devon,South West England,50.31626827,-4.081865983,Spring 2012,Onshore,Light,Rough,1,39,100,1,0,1
2012,46434,2173,Sand Bay,Somerset,South West England,51.37673635,-2.961770296,Spring 2012,Onshore,Strong,Moderate,1,30,100,3,0,9
2012,33983,3921,Uphill Beach: Big Beach Clean-up,Somerset,South West England,51.32487705,-2.989547253,Spring 2012,Offshore,Light,Moderate,1,54,100,3,2,15
2012,33972,3914,Portsewart Strand: Big Beach Clean-up,Co. Londonderry,Northern Ireland,55.16921138,-6.748459339,Spring 2012,Onshore,Strong,Rough,0.75,15,100,0,1,35
2012,34417,2892,Broughton,Vale of Glamorgan,Wales,51.42502781,-3.582325406,Spring 2012,Onshore,Strong,Moderate,0.42,2,100,1,,
2012,33923,2337,Arbroath West Links,Angus,Scotland,56.551088,-2.597903,Spring 2012,Offshore,Light,Moderate,1,20,100,0,0,0
2012,33949,3907,Avon Beach: Big Beach Clean-up,Dorset,South West England,50.73017042,-1.733179092,Spring 2012,Onshore,Strong,Rough,1.5,14,100,2,0,3
2012,46432,3900,Gosford Bay,East Lothian,Scotland,55.987124,-2.898424,Spring 2012,Onshore,Strong,Moderate,1.25,40,100,2,5,0
2012,33933,3126,Harrington North,Cumbria,North West England,54.613333,-3.568009,Spring 2012,Offshore,Light,Calm,1,30,100,3,1,0
2012,33941,3601,Felixstowe-Bent Hill to Fludyers PH,Suffolk,South East England,51.96044532,1.354547739,Spring 2012,Offshore,Light,Calm,2,46,100,12,7,61
2012,33981,2199,Spittal,Northumberland,North East England,55.75687792,-1.9888451,Spring 2012,Onshore,Light,Moderate,2,27,100,2,16,29
2012,33931,3872,Worthing - Pool to Esplanade,West Sussex,South East England,50.8107602,-0.363278389,Spring 2012,Onshore,Light,Calm,1.08,40,100,6,2,67
2012,33946,2088,Westbrook Bay ,Kent,South East England,51.38597715,1.362819672,Spring 2012,Onshore,Strong,Calm,1,20,100,0,4,201
2012,33944,3903,Hayling Island: Big Beach Clean-up,Hampshire,South East England,50.79131437,-1.023787523,Spring 2012,,,Calm,1,30,100,0,0,0
2012,33936,2792,Hightown,Merseyside,North West England,53.51329851,-3.063280296,Spring 2012,,,,1,67,100,11,1,4
2012,33945,3904,Douglas Bay,Isle of Man,North West England,54.157383,-4.4764137,Spring 2012,Onshore,Light,Calm,1,17,100,0,2,10
2012,33967,3910,Cleethorpes-Humberston Fitties Big Beach Clean-up,Lincolnshire,North East England,53.550367,-0.014294,Spring 2012,Offshore,Light,Calm,1,10,100,0,0,6
2012,33987,3875,Prestwick North,South Ayrshire,Scotland,55.503798,-4.621131,Spring 2012,Onshore,Strong,Moderate,1.5,25,100,2,4,17
2012,33990,3754,Jubilee Beach,Essex,South East England,51.52982536,0.733423233,Spring 2012,Offshore,Light,Calm,1,63,100,1,3,646
2012,33925,2095,Exmouth Beach,Devon,South West England,50.61205082,-3.408320546,Spring 2012,Offshore,,Calm,1.25,43,100,0,0,2
2012,33968,3911,Swansea Bay (Knab Rock),Swansea,Wales,51.570468,-3.982353,Spring 2012,Offshore,Light,Moderate,1.25,18,100,0,0,5
2012,33958,3426,"Penllech North, Middle and South",Gwynedd,Wales,52.88223851,-4.663504642,Spring 2012,Onshore,,Moderate,1.5,14,100,5,0,1
2012,33956,3321,Gunwalloe Fishing Cove,Cornwall,South West England,50.05406656,-5.278286934,Spring 2012,Offshore,Light,Moderate,0.75,30,100,4,1,1
2012,33924,3876,St Andrews Beach (On Bruce Embankment),Fife,Scotland,56.344309,-2.800238,Spring 2012,Offshore,Strong,Moderate,1,30,100,3,2,114
2012,33948,3906,Brighton: Big Beach Clean-up,East Sussex,South East England,50.8186,-0.1396,Spring 2012,Onshore,Light,Moderate,1.5,4,100,5,4,15
2012,33991,2306,Reculver,Kent,South East England,51.37974316,1.198673844,Spring 2012,,Light,Calm,4,25,100,1,6,30
2012,33962,3250,Seasalter,Kent,South East England,51.34796939,0.994407236,Spring 2012,,,,2.5,64,100,2,2,6
2012,33929,3618,Rock-a-Nore,East Sussex,South East England,50.85600247,0.598052144,Spring 2012,Offshore,Light,Calm,1.33,20,100,2,3,17
2012,33935,2245,Rossall,Lancashire,North West England,53.92254091,-3.038625038,Spring 2012,,,,1,18,100,1,0,17
2012,33989,2234,Seaton Carew,County Durham,North East England,54.66222395,-1.184468755,Spring 2012,,Strong,Rough,1.75,23,100,8,1,4
2012,46433,3901,Hengistbury Head: Big Beach Clean-up,Dorset,South West England,50.716128,-1.770349,Spring 2012,Onshore,Light,Calm,1,120,100,0,0,0
2012,33928,3897,Chesil - Big Beach Clean-up,Dorset,South West England,50.57859335,-2.471775635,Spring 2012,,,Calm,1,20,100,2,0,4
2012,33942,2113,Martin's Haven,Pembrokeshire,Wales,51.73796838,-5.246159538,Spring 2012,Onshore,Light,Calm,1,20,100,0,0,1
2012,34186,2280,Harwich beach,Essex,South East England,51.93560251,1.288067841,Spring 2012,Offshore,Strong,Rough,2,30,100,,4,58
2012,33959,3909,Ravenscraig,Fife,Scotland,56.11932599,-3.141687512,Spring 2012,,Light,Moderate,1,25,100,6,1,3
2012,33918,2173,Sand Bay,Somerset,South West England,51.37673635,-2.961770296,Spring 2012,Onshore,Light,Moderate,1,16,100,0,0,8
2012,34231,3144,Esplanade Beach,West Lothian,Scotland,55.992357,-3.402368,Spring 2012,Onshore,Light,Moderate,1,31,100,0,0,116
