ID,Country,Area,Individual wind farm ID,Lat,Long,Spp level,Order or class,Common name,Genus,Species,All species studied?,Duration (years),Total period (d),Metrics,Value,Quality,Correction factor used?,Estimation of value,Buffer area m2,Main habitat,Habitat detail,N wind farms,N turbines,Per turbine output (MW)
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Mourning Dove,Zenaida ,macroura,Y,5,365,Annual mortality per turbine,0.258912,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Ruby-crowned Kinglet,Regulus ,calendula,Y,5,365,Annual mortality per turbine,0.18879,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Tree Swallow,Tachycineta ,bicolor,Y,5,365,Annual mortality per turbine,0.616714,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Cliff Swallow,Petrochelidon ,pyrrhonota,Y,5,365,Annual mortality per turbine,0.118668,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,European Starling,Sturnus,vulgaris,Y,5,365,Annual mortality per turbine,0.223851,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,American Robin,Turdus ,migratorius,Y,5,365,Annual mortality per turbine,0.12586,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Magnolia Warbler,Dendroica,magnolia,Y,5,365,Annual mortality per turbine,0.105183,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Red-tailed Hawk,Buteo,jamaicensis,Y,5,365,Annual mortality per turbine,0.301165,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Turkey Vulture,Cathartes ,aura,Y,5,365,Annual mortality per turbine,0.160921,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Barn Swallow,Hirundo ,rustica,Y,5,365,Annual mortality per turbine,0.105183,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Ring-billed Gull,Larus,delawarensis,Y,5,365,Annual mortality per turbine,0.118668,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Cedar Waxwing,Bombycilla,cedrorum,Y,5,365,Annual mortality per turbine,0.140244,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Red-breasted Nuthatch,Sitta ,canadensis,Y,5,365,Annual mortality per turbine,0.146537,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Killdeer,Charadrius ,vociferus,Y,5,365,Annual mortality per turbine,0.12586,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Brown-headed Cowbird,Molothrus ,ater,Y,5,365,Annual mortality per turbine,0.105183,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Ruby-throated Hummingbird,Archilochus,colubris,Y,5,365,Annual mortality per turbine,0.06293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,American Redstart,Setophaga ,ruticilla,Y,5,365,Annual mortality per turbine,0.06293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Yellow-bellied Sapsucker,Sphyrapicus,varius,Y,5,365,Annual mortality per turbine,0.055738,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Savannah Sparrow,Passerculus ,sandwichensis,Y,5,365,Annual mortality per turbine,0.111476,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Bank Swallow,Riparia ,riparia,Y,5,365,Annual mortality per turbine,0.090799,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Yellow-rumped Warbler,Dendroica,coronata,Y,5,365,Annual mortality per turbine,0.076415,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Vesper Sparrow,Pooecetes ,gramineus,Y,5,365,Annual mortality per turbine,0.105183,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Dark-eyed Junco,Junco ,hyemalis,Y,5,365,Annual mortality per turbine,0.070122,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Yellow-bellied Flycatcher,Empidonax,flaviventris,Y,5,365,Annual mortality per turbine,0.06293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Mallard,Anas,platyrhynchos,Y,5,365,Annual mortality per turbine,0.12586,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,House Sparrow,Passer,domesticus,Y,5,365,Annual mortality per turbine,0.055738,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Red-winged Blackbird,Agelaius,phoeniceus,Y,5,365,Annual mortality per turbine,0.06293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Common Grackle,Quiscalus,quiscula,Y,5,365,Annual mortality per turbine,0.041354,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,American Treecreeper,Certhia,americana,Y,5,365,Annual mortality per turbine,0.055738,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Black-throated Green warbler,Dendroica ,virens,Y,5,365,Annual mortality per turbine,0.070122,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Philadelphia Vireo,Vireo,philadelphicus,Y,5,365,Annual mortality per turbine,0.076415,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Black-billed Cuckoo,Coccyzus ,erythropthalmus,Y,5,365,Annual mortality per turbine,0.048546,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,American Goldfinch,Carduelis ,tristis,Y,5,365,Annual mortality per turbine,0.041354,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Ovenbird,Seiurus,aurocapilla,Y,5,365,Annual mortality per turbine,0.035061,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Bobolink ,Dolichonyx ,oryzivorus,Y,5,365,Annual mortality per turbine,0.168113,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Gray Partridge,Perdix,perdix,Y,5,365,Annual mortality per turbine,0.090799,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Eared Grebe,Podiceps ,nigricollis,Y,5,365,Annual mortality per turbine,0.076415,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Sora,Porzana,carolina,Y,5,365,Annual mortality per turbine,0.027869,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Northern Rough-winged Swallow,Stelgidopteryx,serripennis,Y,5,365,Annual mortality per turbine,0.041354,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Wilson's Warbler,Wilsonia,pusilla,Y,5,365,Annual mortality per turbine,0.027869,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Indigo Bunting,Passerina ,cyanea,Y,5,365,Annual mortality per turbine,0.027869,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Cooper's hawk,Accipiter ,cooperii,Y,5,365,Annual mortality per turbine,0.027869,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Gray Catbird,Dumetella,carolinensis,Y,5,365,Annual mortality per turbine,0.035061,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Chipping Sparrow,Spizella,passerina,Y,5,365,Annual mortality per turbine,0.027869,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Blackburnian Warbler,Dendroica ,fusca,Y,5,365,Annual mortality per turbine,0.035061,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Eastern Kingbird,Tyrannus ,tyrannus,Y,5,365,Annual mortality per turbine,0.048546,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Black-and-white Warbler ,Mniotilta,varia,Y,5,365,Annual mortality per turbine,0.055738,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Chimney Swift,Chaetura,pelagica,Y,5,365,Annual mortality per turbine,0.035061,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Northern Flicker,Colaptes ,auratus,Y,5,365,Annual mortality per turbine,0.035061,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Chestnut-sided Warbler,Dendroica,pensylvanica,Y,5,365,Annual mortality per turbine,0.041354,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Ruffed Grouse,Bonasa ,umbellus,Y,5,365,Annual mortality per turbine,0.020677,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Song Sparrow,Melospiza,melodia,Y,5,365,Annual mortality per turbine,0.020677,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Western Grebe,Aechmophorus ,occidentalis,Y,5,365,Annual mortality per turbine,0.027869,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Rock Dove,Columba,livia,Y,5,365,Annual mortality per turbine,0.041354,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,House Wren,Troglodytes,aedon,Y,5,365,Annual mortality per turbine,0.020677,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Swainson's Hawk,Buteo,swainsoni,Y,5,365,Annual mortality per turbine,0.041354,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Lapland Longspur,Calcarius,lapponicus,Y,5,365,Annual mortality per turbine,0.020677,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Herring Gull,Larus,argentatus,Y,5,365,Annual mortality per turbine,0.027869,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Least Flycatcher,Empidonax,minimus,Y,5,365,Annual mortality per turbine,0.035061,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Yellow Warbler,Dendroica,petechia,Y,5,365,Annual mortality per turbine,0.041354,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Black-throated Blue Warbler,Dendroica,caerulescens,Y,5,365,Annual mortality per turbine,0.035061,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Blue Jay,Cyanocitta,cristata,Y,5,365,Annual mortality per turbine,0.035061,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Upland Sandpiper,Bartramia,longicauda,Y,5,365,Annual mortality per turbine,0.035061,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Northern Parula,Parula,americana,Y,5,365,Annual mortality per turbine,0.020677,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Canada Warbler,Wilsonia,canadensis,Y,5,365,Annual mortality per turbine,0.027869,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Double-crested Cormorant,Phalacrocorax ,auritus,Y,5,365,Annual mortality per turbine,0.020677,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Common Yellowthroat,Geothlypis ,trichas,Y,5,365,Annual mortality per turbine,0.027869,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Blue-headed Vireo,Vireo ,solitarius,Y,5,365,Annual mortality per turbine,0.020677,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Nashville Warbler,Vermivora,ruficapilla,Y,5,365,Annual mortality per turbine,0.020677,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Downy woodpecker,Dryobates,pubescens,Y,5,365,Annual mortality per turbine,0.020677,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Merlin,Falco ,columbarius,Y,5,365,Annual mortality per turbine,0.020677,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Warbling Vireo,Vireo,gilvus,Y,5,365,Annual mortality per turbine,0.020677,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Swamp Sparrow,Melospiza ,georgiana,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Lincoln's Sparrow,Melospiza,lincolnii,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Northern Shoveler,Spatula,clypeata,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Western Meadowlark,Sturnella ,neglecta,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Yellow-billed Cuckoo,Coccyzus,americanus,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Short-eared Owl,Asio ,flammeus,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Blue-winged Teal,Spatula,discors,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Brewer's Blackbird,Euphagus ,cyanocephalus,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Sharp-shinned Hawk,Accipiter ,striatus,Y,5,365,Annual mortality per turbine,0.020677,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,2,aves,Black/Yellow-billed Cuckoo,,,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Hermit Thrush,Catharus,guttatus,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Scarlet Tanager,Piranga,olivacea,Y,5,365,Annual mortality per turbine,0.020677,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,White-throated Sparrow,Zonotrichia,albicollis,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,American Kestrel,Falco ,sparverius,Y,5,365,Annual mortality per turbine,0.020677,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Winter Wren,Troglodytes ,troglodytes,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Wood Thrush,Hylocichla,mustelina,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Bay-breasted Warbler,Dendroica ,castanea,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,American Crow,Corvus ,brachyrhynchos,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Snow Bunting,Plectrophenax ,nivalis,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Tennessee Warbler,Vermivora,peregrina,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Canada Goose,Branta,canadensis,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Hen Harrier,Circus,cyaneus,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,American Woodcock,Scolopax ,minor,Y,5,365,Annual mortality per turbine,0.020677,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Baltimore Oriole,Icterus,galbula,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Purple Finch,Carpodacus,purpureus,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,American Black Duck,Anas ,rubripes,Y,5,365,Annual mortality per turbine,0.006293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Black-crowned Night Heron,Nycticorax ,nycticorax,Y,5,365,Annual mortality per turbine,0.006293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Great Blue Heron,Ardea ,herodias,Y,5,365,Annual mortality per turbine,0.006293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Blackpoll Warbler ,Dendroica,striata,Y,5,365,Annual mortality per turbine,0.006293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Black-throated Sparrow,Amphispiza ,bilineata,Y,5,365,Annual mortality per turbine,0.006293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Rock Dove,Columba,livia,Y,5,365,Annual mortality per turbine,0.006293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Pine Siskin,Carduelis,pinus,Y,5,365,Annual mortality per turbine,0.006293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Pine Warbler,Dendroica,pinus,Y,5,365,Annual mortality per turbine,0.006293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Leach's Storm-Petrel,Hydrobates,leucorhous,Y,5,365,Annual mortality per turbine,0.006293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Black Guillemot,Cepphus ,grylle,Y,5,365,Annual mortality per turbine,0.006293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Great Crested Flycatcher,Myiarchus,crinitus,Y,5,365,Annual mortality per turbine,0.006293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Gadwall,Mareca,strepera,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Marsh Wren,Cistothorus,palustris,Y,5,365,Annual mortality per turbine,0.006293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,White-crowned Sparrow,Zonotrichia,leucophrys,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Wilson's Snipe,Gallinago,delicata,Y,5,365,Annual mortality per turbine,0.090799,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Gray-cheeked Thrush,Catharus,minimus,Y,5,365,Annual mortality per turbine,0.006293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Ferruginous Hawk,Buteo ,regalis,Y,5,365,Annual mortality per turbine,0.006293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Clay-colored Sparrow,Spizella,pallida,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,American White Pelican,Pelecanus ,erythrorhynchos,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Swainson's Thrush,Catharus,ustulatus,Y,5,365,Annual mortality per turbine,0.006293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Semipalmated Sandpiper,Calidris,pusilla,Y,5,365,Annual mortality per turbine,0.006293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,American Coot,Fulica,americana,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Horned Grebe,Podiceps,auritus,Y,5,365,Annual mortality per turbine,0.006293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Baird's Sparrow,Ammodramus ,bairdii,Y,5,365,Annual mortality per turbine,0.006293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Yellow-headed Blackbird,Xanthocephalus,xanthocephalus,Y,5,365,Annual mortality per turbine,0.006293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Northern Saw-whet Owl,Aegolius,acadicus,Y,5,365,Annual mortality per turbine,0.006293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Marbled Godwit,Limosa ,fedoa,Y,5,365,Annual mortality per turbine,0.006293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Eastern Meadowlark,Sturnella,magna,Y,5,365,Annual mortality per turbine,0.006293,Low,Y,Y,,,,,2502,
124,Canada,Canada,"Canada, Ontario Atlantic Canda, Alberta",55.065783,-101.220066,1,aves,Broad-winged Hawk,Buteo,platypterus,Y,5,365,Annual mortality per turbine,0.013485,Low,Y,Y,,,,,2502,
